Material Code,Material Description,Plant,UOM,Line Number,Component Item Number,Material Description2,Material type,Component Quantity,Unit of Measure
50102427,N-NASAL SPRAY OPEN WHITE (L-J),        BAIN,PC,3,50082194,MB: REMAFIN WHITE P7,Master batch,0.0138,GM
50102427,N-NASAL SPRAY OPEN WHITE (L-J),        BAIN,PC,3,50082194,MB: REMAFIN WHITE P7,Master batch,0.01314,GM
50102428,N-NASAL SPRAY OPEN NAT (L-J),        BAIN,PC,1,50100789,LDPE: RELENE J1020FA20,Raw material,0.5795,GM
50102428,N-NASAL SPRAY OPEN NAT (L-J),        BAIN,PC,1,50108558,LDPE: RELENE J1020FF20,Raw material,0.642,GM
50102428,N-NASAL SPRAY OPEN NAT (L-J),        BAIN,PC,2,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102428,N-NASAL SPRAY OPEN NAT (L-J),        BAIN,PC,2,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102429,N-NS ASSY-OPEN WHITE (L-J)-NS,        BAIN,PC,1,50102427,N-NASAL SPRAY OPEN WHITE (L-J),SFG,1,PC
50102429,N-NS ASSY-OPEN WHITE (L-J)-NS,        BAIN,PC,1,50102427,N-NASAL SPRAY OPEN WHITE (L-J),SFG,1,PC
50102429,N-NS ASSY-OPEN WHITE (L-J)-NS,        BAIN,PC,2,50109034,DIPTUBE IND LDPE NAT 3.10x0.70,Raw material,0.0909,MT
50102429,N-NS ASSY-OPEN WHITE (L-J)-NS,        BAIN,PC,2,50081421,LDPE NAT. OD 3.05 X ID 0.70MM,Raw material,0.0909,MT
50102429,N-NS ASSY-OPEN WHITE (L-J)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0007,PC
50102429,N-NS ASSY-OPEN WHITE (L-J)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0007,PC
50102429,N-NS ASSY-OPEN WHITE (L-J)-NS,        BAIN,PC,4,50108243,CB:585X337X350MM HF 13BS 5P PP,Carton box,0.0001,PC
50102429,N-NS ASSY-OPEN WHITE (L-J)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.0001,PC
50102430,N-NS ASSY-OPEN NAT (L-J)-NS,        BAIN,PC,1,50102428,N-NASAL SPRAY OPEN NAT (L-J),SFG,1,PC
50102430,N-NS ASSY-OPEN NAT (L-J)-NS,        BAIN,PC,1,50102428,N-NASAL SPRAY OPEN NAT (L-J),SFG,1,PC
50102430,N-NS ASSY-OPEN NAT (L-J)-NS,        BAIN,PC,2,50109034,DIPTUBE IND LDPE NAT 3.10x0.70,Raw material,0.0909,MT
50102430,N-NS ASSY-OPEN NAT (L-J)-NS,        BAIN,PC,2,50081421,LDPE NAT. OD 3.05 X ID 0.70MM,Raw material,0.0909,MT
50102430,N-NS ASSY-OPEN NAT (L-J)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0007,PC
50102430,N-NS ASSY-OPEN NAT (L-J)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0007,PC
50102430,N-NS ASSY-OPEN NAT (L-J)-NS,        BAIN,PC,4,50108243,CB:585X337X350MM HF 13BS 5P PP,Carton box,0.0001,PC
50102430,N-NS ASSY-OPEN NAT (L-J)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.0001,PC
50102431,B-30ML OVAL WHITE (L-J)-NS,        BAIN,PC,1,50100789,LDPE: RELENE J1020FA20,Raw material,6.6444,GM
50102431,B-30ML OVAL WHITE (L-J)-NS,        BAIN,PC,1,50108558,LDPE: RELENE J1020FF20,Raw material,6.6444,GM
50102431,B-30ML OVAL WHITE (L-J)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.1356,GM
50102431,B-30ML OVAL WHITE (L-J)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.1356,GM
50102431,B-30ML OVAL WHITE (L-J)-NS,        BAIN,PC,3,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50102431,B-30ML OVAL WHITE (L-J)-NS,        BAIN,PC,3,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50102431,B-30ML OVAL WHITE (L-J)-NS,        BAIN,PC,4,50108241,CB:585X337X425MM HF 13BS 5P PP,Carton box,0.001,PC
50102431,B-30ML OVAL WHITE (L-J)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.001,PC
50102432,B-30ML OVAL WHITE (L-J)-GS,        BAIN,PC,1,50102431,B-30ML OVAL WHITE (L-J)-NS,SFG,1,PC
50102432,B-30ML OVAL WHITE (L-J)-GS,        BAIN,PC,1,50102431,B-30ML OVAL WHITE (L-J)-NS,SFG,1,PC
50102433,B-30ML OVAL WHITE (L-J)-ET,        BAIN,PC,1,50102431,B-30ML OVAL WHITE (L-J)-NS,SFG,1,PC
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,2,50099204,33MM OUTER CAPS WHITE (MAS),SFG,1,PC
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,2,50099204,33MM OUTER CAPS WHITE (MAS),SFG,1,PC
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,3,50081757,HS123/0.020 SFYP BLK 5.06”,Liner,0.01,YD
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,3,50081757,HS123/0.020 SFYP BLK 5.06”,Liner,0.01,YD
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50102481,CR-33MM HS123/.020 (BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50102486,B-10ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,3.4374,GM
50102486,B-10ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,3.4374,GM
50102486,B-10ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0702,GM
50102486,B-10ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0702,GM
50102486,B-10ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50102486,B-10ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50102486,B-10ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50102486,B-10ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,4,50108243,CB:585X337X350MM HF 13BS 5P PP,Carton box,0.0005,PC
50102487,B-10ML EX.RG O.GREEN (L-F)-GS,        BAIN,PC,1,50102486,B-10ML EX.RG O.GREEN (L-F)-NS,SFG,1,PC
50102487,B-10ML EX.RG O.GREEN (L-F)-GS,        BAIN,PC,1,50102486,B-10ML EX.RG O.GREEN (L-F)-NS,SFG,1,PC
50102488,B-10ML EX.RG O.GREEN (L-F)-ET,        BAIN,PC,1,50102486,B-10ML EX.RG O.GREEN (L-F)-NS,SFG,1,PC
50102488,B-10ML EX.RG O.GREEN (L-F)-ET,        BAIN,PC,1,50102486,B-10ML EX.RG O.GREEN (L-F)-NS,SFG,1,PC
50102489,N-BLOCK RG O. GREEN (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.6086,GM
50102489,N-BLOCK RG O. GREEN (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.6086,GM
50102489,N-BLOCK RG O. GREEN (L-F)-NS,        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0124,GM
50102489,N-BLOCK RG O. GREEN (L-F)-NS,        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0124,GM
50102489,N-BLOCK RG O. GREEN (L-F)-NS,        BAIN,PC,3,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50102489,N-BLOCK RG O. GREEN (L-F)-NS,        BAIN,PC,3,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50102489,N-BLOCK RG O. GREEN (L-F)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50102489,N-BLOCK RG O. GREEN (L-F)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50102490,N-BLOCK RG O. GREEN (L-F)-GS,        BAIN,PC,1,50102489,N-BLOCK RG O. GREEN (L-F)-NS,SFG,1,PC
50102490,N-BLOCK RG O. GREEN (L-F)-GS,        BAIN,PC,1,50102489,N-BLOCK RG O. GREEN (L-F)-NS,SFG,1,PC
50102491,N-BLOCK RG O. GREEN (L-F)-ET,        BAIN,PC,1,50102489,N-BLOCK RG O. GREEN (L-F)-NS,SFG,1,PC
50102491,N-BLOCK RG O. GREEN (L-F)-ET,        BAIN,PC,1,50102489,N-BLOCK RG O. GREEN (L-F)-NS,SFG,1,PC
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,3,50081591,"0.035FSLE 1-13 SFYP BLK 4.375""",Liner,0.0083,YD
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,3,50081591,"0.035FSLE 1-13 SFYP BLK 4.375""",Liner,0.0083,YD
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50102500,CR-28MM .035 FSLE 1-13 (BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50102502,CR-38MMBLUE 0.035 SG100(PLAIN),        BAIN,PC,1,50099334,38MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102502,CR-38MMBLUE 0.035 SG100(PLAIN),        BAIN,PC,2,50102159,38MM OUTER BLUE (466276) (MAS),SFG,1,PC
50102502,CR-38MMBLUE 0.035 SG100(PLAIN),        BAIN,PC,3,50081888,"0.035 PULP SG100 PLAIN 5.75""",Liner,0.0111,YD
50102502,CR-38MMBLUE 0.035 SG100(PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102502,CR-38MMBLUE 0.035 SG100(PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50102520,CR-33MMBLUE2945CHS130/020(BLK),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102520,CR-33MMBLUE2945CHS130/020(BLK),        BAIN,PC,2,50102525,33MM OUTER BLUE (2945C) (MAS),SFG,1,PC
50102520,CR-33MMBLUE2945CHS130/020(BLK),        BAIN,PC,3,50081398,"HS130 0.020"" WLP BLK 5.06""",Liner,0.01,YD
50102520,CR-33MMBLUE2945CHS130/020(BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102520,CR-33MMBLUE2945CHS130/020(BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50102521,CR-38MMBLUE2945CHS130/020(BLK),        BAIN,PC,1,50099334,38MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102521,CR-38MMBLUE2945CHS130/020(BLK),        BAIN,PC,2,50102524,38MM OUTER BLUE (2945C) (MAS),SFG,1,PC
50102521,CR-38MMBLUE2945CHS130/020(BLK),        BAIN,PC,3,50081397,"HS130 0.020"" WLP BLK 5.75""",Liner,0.0111,YD
50102521,CR-38MMBLUE2945CHS130/020(BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102521,CR-38MMBLUE2945CHS130/020(BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,1,50099334,38MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,1,50099334,38MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,2,50099205,38MM OUTER CAPS WHITE(MAS),SFG,1,PC
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,2,50099205,38MM OUTER CAPS WHITE(MAS),SFG,1,PC
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,3,50081397,"HS130 0.020"" WLP BLK 5.75""",Liner,0.0111,YD
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,3,50081397,"HS130 0.020"" WLP BLK 5.75""",Liner,0.0111,YD
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50102522,CR-38MM HS130/020 WLP (BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,2,50099205,38MM OUTER CAPS WHITE(MAS),SFG,1,PC
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,2,50099205,38MM OUTER CAPS WHITE(MAS),SFG,1,PC
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,3,50081397,"HS130 0.020"" WLP BLK 5.75""",Liner,0.01,YD
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,3,50081397,"HS130 0.020"" WLP BLK 5.75""",Liner,0.01,YD
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50102523,CR-33MM HS130/.020 (BLK),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50102524,38MM OUTER BLUE (2945C) (MAS),        BAIN,PC,1,50097522,PPHP: REPOL H110MAS,Raw material,3.977,GM
50102524,38MM OUTER BLUE (2945C) (MAS),        BAIN,PC,1,50097522,PPHP: REPOL H110MAS,Raw material,3.977,GM
50102524,38MM OUTER BLUE (2945C) (MAS),        BAIN,PC,2,50081392,MB:MEVO.BLUE PP5M415561(2945C),Master batch,0.123,GM
50102524,38MM OUTER BLUE (2945C) (MAS),        BAIN,PC,2,50081392,MB:MEVO.BLUE PP5M415561(2945C),Master batch,0.123,GM
50102524,38MM OUTER BLUE (2945C) (MAS),        BAIN,PC,3,50081838,"38""X34"" GUSS. NATURAL 50mu",Polybag,0.0005,PC
50102524,38MM OUTER BLUE (2945C) (MAS),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102524,38MM OUTER BLUE (2945C) (MAS),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102525,33MM OUTER BLUE (2945C) (MAS),        BAIN,PC,1,50097522,PPHP: REPOL H110MAS,Raw material,3.492,GM
50102525,33MM OUTER BLUE (2945C) (MAS),        BAIN,PC,1,50097522,PPHP: REPOL H110MAS,Raw material,3.492,GM
50102525,33MM OUTER BLUE (2945C) (MAS),        BAIN,PC,2,50081392,MB:MEVO.BLUE PP5M415561(2945C),Master batch,0.108,GM
50102525,33MM OUTER BLUE (2945C) (MAS),        BAIN,PC,2,50081392,MB:MEVO.BLUE PP5M415561(2945C),Master batch,0.108,GM
50102525,33MM OUTER BLUE (2945C) (MAS),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102525,33MM OUTER BLUE (2945C) (MAS),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102575,N-OPEN RG WHITE 64C (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.5488,GM
50102575,N-OPEN RG WHITE 64C (L-F)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0112,GM
50102575,N-OPEN RG WHITE 64C (L-F)-NS,        BAIN,PC,3,50081657,"12""X16"" GUSS. PINK 81.25mu",Polybag,0.001,PC
50102575,N-OPEN RG WHITE 64C (L-F)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50102576,N-OPEN RG WHITE 64C (L-F)-GS,        BAIN,PC,1,50102575,N-OPEN RG WHITE 64C (L-F)-NS,SFG,1,PC
50102577,N-OPEN RG WHITE 64C (L-F)-ET,        BAIN,PC,1,50102575,N-OPEN RG WHITE 64C (L-F)-NS,SFG,1,PC
50102609,N-35mcl SOLUTION WHITE ORBI-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.432,GM
50102609,N-35mcl SOLUTION WHITE ORBI-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.48,GM
50102609,N-35mcl SOLUTION WHITE ORBI-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.000999,PC
50102609,N-35mcl SOLUTION WHITE ORBI-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.000333,PC
50102609,N-35mcl SOLUTION WHITE ORBI-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50102609,N-35mcl SOLUTION WHITE ORBI-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50102609,N-35mcl SOLUTION WHITE ORBI-NS,        BAIN,PC,5,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.02,GM
50102609,N-35mcl SOLUTION WHITE ORBI-NS,        BAIN,PC,5,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.018,GM
50102610,N-35mcl SOLUTION WHITE ORBI-GS,        BAIN,PC,1,50102609,N-35mcl SOLUTION WHITE ORBI-NS,SFG,1,PC
50102610,N-35mcl SOLUTION WHITE ORBI-GS,        BAIN,PC,1,50102609,N-35mcl SOLUTION WHITE ORBI-NS,SFG,1,PC
50102611,N-35mcl SOLUTION WHITE ORBI-ET,        BAIN,PC,1,50102609,N-35mcl SOLUTION WHITE ORBI-NS,SFG,1,PC
50102611,N-35mcl SOLUTION WHITE ORBI-ET,        BAIN,PC,1,50102609,N-35mcl SOLUTION WHITE ORBI-NS,SFG,1,PC
50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,        BAIN,PC,1,50101942,N-OPEN NBSR WHITE (L-J),SFG,1,PC
50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,        BAIN,PC,1,50101942,N-OPEN NBSR WHITE (L-J),SFG,1,PC
50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,        BAIN,PC,2,50081421,LDPE NAT. OD 3.05 X ID 0.70MM,Raw material,0.0845,MT
50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,        BAIN,PC,2,50081421,LDPE NAT. OD 3.05 X ID 0.70MM,Raw material,0.0845,MT
50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.0001,PC
50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.0001,PC
50102630,N-OPEN NBSR DTASSY WHT(L-J)-GS,        BAIN,PC,1,50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,SFG,1,PC
50102630,N-OPEN NBSR DTASSY WHT(L-J)-GS,        BAIN,PC,1,50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,SFG,1,PC
50102631,N-OPEN NBSR DTASSY WHT(L-J)-ET,        BAIN,PC,1,50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,SFG,1,PC
50102631,N-OPEN NBSR DTASSY WHT(L-J)-ET,        BAIN,PC,1,50102629,N-OPEN NBSR DTASSY WHT(L-J)-NS,SFG,1,PC
50102640,C-TAMPSAFE RSP PURPLE R2(H)-ET,        BAIN,PC,1,50096919,C-TAMPSAFE RSP PURPLE R2(H)-NS,SFG,1,PC
50102640,C-TAMPSAFE RSP PURPLE R2(H)-ET,        BAIN,PC,1,50096919,C-TAMPSAFE RSP PURPLE R2(H)-NS,SFG,1,PC
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,3,50102726,"0.020 PULP SG75M BLK 5.06""",Liner,0.01,YD
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,3,50102726,"0.020 PULP SG75M BLK 5.06""",Liner,0.01,YD
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50102727,CR-33MM 0.020 SG75M PRTD BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50102739,CR-33MM 0.020 SG75M WHITE,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50102739,CR-33MM 0.020 SG75M WHITE,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50102739,CR-33MM 0.020 SG75M WHITE,        BAIN,PC,3,50102738,"0.020 PULP SG75M WHITE 5.06""",Liner,0.01,YD
50102739,CR-33MM 0.020 SG75M WHITE,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50102739,CR-33MM 0.020 SG75M WHITE,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50102765,N-OPEN RG WHITE 32C (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.5709,GM
50102765,N-OPEN RG WHITE 32C (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.5709,GM
50102765,N-OPEN RG WHITE 32C (L-F)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0117,GM
50102765,N-OPEN RG WHITE 32C (L-F)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0117,GM
50102765,N-OPEN RG WHITE 32C (L-F)-NS,        BAIN,PC,3,50081657,"12""X16"" GUSS. PINK 81.25mu",Polybag,0.001,PC
50102765,N-OPEN RG WHITE 32C (L-F)-NS,        BAIN,PC,3,50081657,"12""X16"" GUSS. PINK 81.25mu",Polybag,0.001,PC
50102765,N-OPEN RG WHITE 32C (L-F)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50102765,N-OPEN RG WHITE 32C (L-F)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50102766,N-OPEN RG WHITE 32C (L-F)-GS,        BAIN,PC,1,50102765,N-OPEN RG WHITE 32C (L-F)-NS,SFG,1,PC
50102766,N-OPEN RG WHITE 32C (L-F)-GS,        BAIN,PC,1,50102765,N-OPEN RG WHITE 32C (L-F)-NS,SFG,1,PC
50102767,N-OPEN RG WHITE 32C (L-F)-ET,        BAIN,PC,1,50102765,N-OPEN RG WHITE 32C (L-F)-NS,SFG,1,PC
50102767,N-OPEN RG WHITE 32C (L-F)-ET,        BAIN,PC,1,50102765,N-OPEN RG WHITE 32C (L-F)-NS,SFG,1,PC
50102864,"B-5ML ""I"" NATURAL 12C-HW(L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,2.95,GM
50102864,"B-5ML ""I"" NATURAL 12C-HW(L)-NS",        BAIN,PC,2,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50102864,"B-5ML ""I"" NATURAL 12C-HW(L)-NS",        BAIN,PC,3,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.000333,PC
50102865,"B-5ML ""I"" NATURAL 12C-HW(L)-GS",        BAIN,PC,1,50102864,"B-5ML ""I"" NATURAL 12C-HW(L)-NS",SFG,1,PC
